TIMESTAMP,NEE,VPD,USTAR,TA,SW_IN,H,LE
201301051100,-1.750960,2.857640,0.651276,30.701450,973.634200,295.374383,64.256042
201301051130,-2.728107,3.251600,0.753047,32.161700,1011.231000,475.713625,64.275928
201301051200,-1.325053,3.494579,0.709271,32.923150,1035.568000,399.518837,93.569342
201301051230,-1.335948,3.734684,0.970237,33.737750,1047.508000,-9999.000000,106.600270
201301051300,-1.276818,3.888265,0.920986,34.114340,1041.500000,672.256910,265.184696
201301051330,-0.125703,4.098808,0.903997,34.697260,1029.121000,583.524202,130.590351
201301051400,0.155477,4.229151,1.013745,35.064990,995.128400,594.845272,32.112891
201301051430,-0.248926,4.402368,0.967442,35.491690,947.967200,516.270686,31.445232
201301051500,0.210929,4.512270,0.672834,35.806900,888.130500,357.754051,33.553238
201301051530,0.738654,4.453866,0.940192,35.771770,816.520400,360.777374,30.345457
201301051600,0.018377,4.139145,1.097744,34.942870,733.206800,390.921334,72.134412
201301051630,-0.570893,3.692992,1.385600,33.384800,641.410000,469.199540,89.280476
201301051700,-0.801683,3.363905,1.303163,31.831600,542.966100,359.392662,98.470558
201301051730,-1.628081,3.071671,1.343452,30.411340,392.937400,285.067874,91.993209
201301051800,-0.256471,2.659467,1.233104,28.228730,267.961600,161.743609,67.868287
201301051830,0.090242,2.540334,1.220251,27.348090,179.349700,139.494952,85.496059
201301051900,1.576801,2.283173,1.241181,25.714740,75.853290,26.514612,11.259320
201301051930,2.700102,2.168585,1.356725,24.970920,48.122100,57.544135,5.015423
201301052000,3.157116,1.873604,1.174074,23.605750,2.739890,75.781301,-19.493608
201301052030,3.810679,1.636847,1.151040,22.280660,-3.223745,-45.744843,-30.525414
201301052100,3.628616,1.565672,1.200262,21.806420,-2.184772,7.112561,3.071802
201301052130,2.709921,1.512688,1.072987,21.259370,-2.149076,18.319244,9.535188
201301052200,3.270746,1.487336,1.127461,20.709600,-2.049840,10.022939,5.886147
201301052230,3.411075,1.488882,1.082454,20.318610,-2.305691,-4.964767,13.390362
201301052300,-9999.000000,1.303435,1.214023,19.695090,-2.562283,-9999.000000,-9999.000000
201301052330,4.318017,1.192098,1.233443,19.280800,-2.058773,-1.754615,-15.224130
201301060000,2.576658,1.154470,1.042604,18.917830,-1.943907,6.185000,13.693478
201301060030,3.239795,1.040725,0.988889,18.490510,-1.574323,18.257047,-4.441064
201301060100,-9999.000000,0.951991,1.105712,18.166960,-1.575955,-9999.000000,-9999.000000
201301060130,2.895316,0.876937,1.166904,17.850190,-1.460496,3.658627,22.415150
201301060200,2.367629,0.794530,1.065057,17.585820,-1.373860,15.707534,-9.737417
201301060230,2.614618,0.722976,1.022104,17.444060,-1.308755,12.028339,-13.792030
201301060300,3.622942,0.674334,1.084878,17.375230,-1.383728,19.548261,-8.784403
201301060330,1.492239,0.614342,0.917248,17.136580,-1.903986,1.545475,-4.335336
201301060400,2.621189,0.577169,0.915500,16.989130,-2.205659,-5.423000,-4.665732
201301060430,2.339013,0.542970,0.904420,16.771780,-2.608063,-9.660767,-4.297331
201301060500,2.345103,0.497654,0.945402,16.533200,-2.260852,-11.693753,-6.299143
201301060530,1.936368,0.478604,0.870107,16.411500,7.789819,-11.679006,-1.938725
201301060600,-0.143396,0.513051,0.870751,16.633260,61.086330,-3.857215,-1.237883
201301060630,-0.807461,0.555710,0.863730,17.023080,151.797600,39.222696,12.327787
201301060700,-2.562026,0.632985,1.000021,17.693830,254.293900,124.698663,39.076145
201301060730,-3.128656,0.737691,1.066467,18.505540,357.726700,181.267328,64.019223
